worst_case_regret,average_welfare,ex_ante_utility_by_agent,transfers_regularized,transfer_bound,max_conditional_transfer,transfer_bound_is_active
1.534489477788844,84.23833749803222,"(21.059584374525077, 21.059584374525077, 21.059584374525077, 21.059584374525077)",False,720.0,31.221422505592106,False
