mechanism,profiles,average_welfare,average_first_best,welfare_ratio,worst_case_regret,average_regret,average_abs_budget_imbalance
equal_split_first_best,2000,94.564785,94.564785,1.0,0.0,0.0,3.035195792616685e-16
equal_split_vickrey_majority,2000,90.925055,94.564785,0.9615107251605342,100.62,3.63973,5.561176519286448e-16
equal_split_vickrey_faltings_fair,2000,94.32250125,94.564785,0.997437907250569,18.042500000000004,0.24228375,6.354430870381122e-16
lp_demand_vickrey_raw_coarse_wtp,2000,94.54638926414852,94.564785,0.9998054694900276,11.370000000000001,0.018395735851487828,9.065560802046236e-16
lp_demand_vickrey_raw_fine_wtp,2000,94.56195825757369,94.564785,0.999970107874445,3.674999497750085,0.002826742426307556,9.666226152837965e-16
lp_integrated_supply_demand,2000,93.5203569693689,94.564785,0.9889554231986981,11.679803400179846,1.0444280306310916,8.588451130830966e-16
