profile_id,mechanism,first_best_welfare,reported_first_best_welfare,welfare,regret,rounding_regret,budget_imbalance
0,equal_split_first_best,75.78,75.78,75.78,0.0,0.0,0.0
0,equal_split_vickrey_majority,75.78,75.78,75.78,0.0,0.0,-8.881784197001252e-16
0,equal_split_vickrey_faltings_fair,75.78,75.78,75.78,0.0,0.0,-8.881784197001252e-16
0,lp_demand_vickrey_raw_coarse_wtp,75.78,75.78,75.78,0.0,0.0,-8.881784197001252e-16
0,lp_demand_vickrey_raw_fine_wtp,75.78,75.78,75.78,0.0,0.0,-8.881784197001252e-16
0,lp_integrated_supply_demand,75.78,75.78,75.77999915083359,8.491664118537301e-07,0.0,2.6645352591003757e-15
1,equal_split_first_best,148.64,148.64,148.64,0.0,0.0,0.0
1,equal_split_vickrey_majority,148.64,148.64,148.64,0.0,0.0,0.0
1,equal_split_vickrey_faltings_fair,148.64,148.64,148.64,0.0,0.0,0.0
1,lp_demand_vickrey_raw_coarse_wtp,148.64,148.64,148.6399985136,1.4863999808767403e-06,0.0,0.0
1,lp_demand_vickrey_raw_fine_wtp,148.64,148.64,148.64,0.0,0.0,1.3322676295501878e-15
1,lp_integrated_supply_demand,148.64,148.64,148.6399994533011,5.466988852731447e-07,0.0,6.661338147750939e-16
2,equal_split_first_best,63.720000000000006,63.720000000000006,63.720000000000006,0.0,0.0,-2.220446049250313e-16
2,equal_split_vickrey_majority,63.720000000000006,63.720000000000006,0.0,63.720000000000006,0.0,0.0
2,equal_split_vickrey_faltings_fair,63.720000000000006,63.720000000000006,63.720000000000006,0.0,0.0,-4.440892098500626e-16
2,lp_demand_vickrey_raw_coarse_wtp,63.720000000000006,63.720000000000006,63.719998407,1.5930000074604322e-06,0.0,0.0
2,lp_demand_vickrey_raw_fine_wtp,63.720000000000006,63.720000000000006,63.720000000000006,0.0,0.0,-4.440892098500626e-16
2,lp_integrated_supply_demand,63.720000000000006,63.720000000000006,63.71999819477497,1.805225032569524e-06,0.0,2.220446049250313e-16
3,equal_split_first_best,29.509999999999998,29.509999999999998,29.509999999999998,0.0,0.0,0.0
3,equal_split_vickrey_majority,29.509999999999998,29.509999999999998,29.509999999999998,0.0,0.0,0.0
3,equal_split_vickrey_faltings_fair,29.509999999999998,29.509999999999998,29.509999999999998,0.0,0.0,0.0
3,lp_demand_vickrey_raw_coarse_wtp,29.509999999999998,29.509999999999998,29.509999999999998,0.0,0.0,0.0
