worst_case_regret,average_welfare,ex_ante_utility_by_agent,transfers_regularized,transfer_bound,max_conditional_transfer,transfer_bound_is_active
2.3501398933715296,58.35160556108455,"(19.45053518715506, 19.45053518715506, 19.45053518715506)",False,540.0,30.000000000054747,False
